,ID_Pedido,Data,Loja,Produto,Preco_Unitario,Qtd,Cliente,Faturamento,Forma_De_Venda,Região
78,26509,2023-01-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_7350,250.0,Presencial,Sudeste
79,42826,2023-01-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_5972,250.0,Presencial,Sudeste
80,44116,2023-01-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_2804,250.0,Presencial,Sudeste
81,60241,2023-01-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_10104,250.0,Presencial,Sudeste
82,72929,2023-01-05,São Paulo,Teclado Mecânico,250.0,1,Cliente_25296,250.0,Presencial,Sudeste
83,45739,2023-01-05,São Paulo,Smartphone Samsung,2200.0,1,Cliente_8580,2200.0,Presencial,Sudeste
84,4897,2023-01-05,São Paulo,Notebook Dell,3500.0,1,Cliente_1093,3500.0,Presencial,Sudeste
85,67536,2023-01-05,São Paulo,Notebook Dell,3500.0,1,Cliente_4290,3500.0,Presencial,Sudeste
86,30537,2023-01-05,São Paulo,iPhone 14,5500.0,1,Cliente_34,5500.0,Presencial,Sudeste
87,69994,2023-01-05,São Paulo,iPhone 14,5500.0,1,Cliente_4158,5500.0,Presencial,Sudeste
88,89176,2023-01-05,São Paulo,iPhone 14,5500.0,1,Cliente_28368,5500.0,Presencial,Sudeste
89,84222,2023-01-05,São Paulo,Notebook HP,3200.0,2,Cliente_1014,6400.0,Presencial,Sudeste
90,19797,2023-01-05,São Paulo,iPhone 14,5500.0,2,Cliente_19552,11000.0,Presencial,Sudeste
91,76883,2023-01-06,São Paulo,Cabo HDMI,40.0,1,Cliente_17593,40.0,Presencial,Sudeste
92,23377,2023-01-06,São Paulo,Mouse Gamer,120.0,1,Cliente_19390,120.0,Presencial,Sudeste
93,98075,2023-01-06,São Paulo,Mouse Gamer,120.0,1,Cliente_8067,120.0,Presencial,Sudeste
94,85323,2023-01-06,São Paulo,Teclado Mecânico,250.0,1,Cliente_13249,250.0,Presencial,Sudeste
95,10115,2023-01-06,São Paulo,"Monitor 27""",1200.0,1,Cliente_2379,1200.0,Presencial,Sudeste
96,4845,2023-01-06,São Paulo,Smartphone Samsung,2200.0,1,Cliente_20396,2200.0,Presencial,Sudeste
97,10466,2023-01-06,São Paulo,Smartphone Samsung,2200.0,1,Cliente_7407,2200.0,Presencial,Sudeste
98,86306,2023-01-06,São Paulo,Notebook HP,3200.0,1,Cliente_18461,3200.0,Presencial,Sudeste
99,98979,2023-01-06,São Paulo,Notebook Dell,3500.0,1,Cliente_14517,3500.0,Presencial,Sudeste
100,67743,2023-01-06,São Paulo,Smartphone Samsung,2200.0,2,Cliente_13026,4400.0,Presencial,Sudeste
101,48399,2023-01-06,São Paulo,iPhone 14,5500.0,1,Cliente_20940,5500.0,Presencial,Sudeste
102,70009,2023-01-06,São Paulo,iPhone 14,5500.0,1,Cliente_2471,5500.0,Presencial,Sudeste
103,98406,2023-01-06,São Paulo,iPhone 14,5500.0,1,Cliente_8065,5500.0,Presencial,Sudeste
104,41982,2023-01-06,São Paulo,Notebook HP,3200.0,2,Cliente_9323,6400.0,Presencial,Sudeste
105,21074,2023-01-06,São Paulo,Notebook Dell,3500.0,2,Cliente_7667,7000.0,Presencial,Sudeste
106,42092,2023-01-07,São Paulo,Cabo HDMI,40.0,1,Cliente_2840,40.0,Presencial,Sudeste
107,19183,2023-01-07,São Paulo,Cabo HDMI,40.0,2,Cliente_28489,80.0,Presencial,Sudeste
108,29426,2023-01-07,São Paulo,Cabo HDMI,40.0,2,Cliente_26138,80.0,Presencial,Sudeste
109,19292,2023-01-07,São Paulo,Mouse Gamer,120.0,1,Cliente_5129,120.0,Presencial,Sudeste
110,87086,2023-01-07,São Paulo,Mouse Gamer,120.0,1,Cliente_20131,120.0,Presencial,Sudeste
111,7942,2023-01-07,São Paulo,Teclado Mecânico,250.0,1,Cliente_9146,250.0,Presencial,Sudeste
112,9354,2023-01-07,São Paulo,Mouse Gamer,120.0,5,Cliente_19473,600.0,Presencial,Sudeste
113,43682,2023-01-07,São Paulo,"Monitor 27""",1200.0,1,Cliente_27477,1200.0,Presencial,Sudeste
114,87900,2023-01-07,São Paulo,"Monitor 27""",1200.0,1,Cliente_20491,1200.0,Presencial,Sudeste
115,36992,2023-01-07,São Paulo,"Monitor 27""",1200.0,2,Cliente_2744,2400.0,Presencial,Sudeste
116,21171,2023-01-07,São Paulo,Notebook HP,3200.0,1,Cliente_29946,3200.0,Presencial,Sudeste
117,63861,2023-01-07,São Paulo,Notebook HP,3200.0,1,Cliente_1223,3200.0,Presencial,Sudeste
118,70196,2023-01-07,São Paulo,Notebook HP,3200.0,1,Cliente_20631,3200.0,Presencial,Sudeste
119,94598,2023-01-07,São Paulo,Notebook HP,3200.0,1,Cliente_13750,3200.0,Presencial,Sudeste
120,98872,2023-01-07,São Paulo,Notebook HP,3200.0,1,Cliente_15746,3200.0,Presencial,Sudeste
121,28924,2023-01-07,São Paulo,Notebook Dell,3500.0,1,Cliente_25954,3500.0,Presencial,Sudeste
122,63899,2023-01-07,São Paulo,iPhone 14,5500.0,1,Cliente_12659,5500.0,Presencial,Sudeste
123,32146,2023-01-08,São Paulo,Cabo HDMI,40.0,1,Cliente_28721,40.0,Presencial,Sudeste
124,51719,2023-01-08,São Paulo,Cabo HDMI,40.0,1,Cliente_21211,40.0,Presencial,Sudeste
125,60421,2023-01-08,São Paulo,Cabo HDMI,40.0,1,Cliente_15936,40.0,Presencial,Sudeste
126,13204,2023-01-08,São Paulo,Mouse Gamer,120.0,1,Cliente_9596,120.0,Presencial,Sudeste
127,52867,2023-01-08,São Paulo,Teclado Mecânico,250.0,1,Cliente_24640,250.0,Presencial,Sudeste
128,30152,2023-01-08,São Paulo,Mouse Gamer,120.0,3,Cliente_15133,360.0,Presencial,Sudeste
129,30678,2023-01-08,São Paulo,"Monitor 27""",1200.0,1,Cliente_470,1200.0,Presencial,Sudeste
130,48038,2023-01-08,São Paulo,Smartphone Samsung,2200.0,1,Cliente_5306,2200.0,Presencial,Sudeste
131,28889,2023-01-08,São Paulo,"Monitor 27""",1200.0,2,Cliente_12163,2400.0,Presencial,Sudeste
132,16439,2023-01-08,São Paulo,Notebook HP,3200.0,1,Cliente_9409,3200.0,Presencial,Sudeste
133,67853,2023-01-08,São Paulo,Notebook Dell,3500.0,1,Cliente_16414,3500.0,Presencial,Sudeste
134,5957,2023-01-08,São Paulo,Notebook HP,3200.0,2,Cliente_10285,6400.0,Presencial,Sudeste
135,75113,2023-01-08,São Paulo,Notebook Dell,3500.0,3,Cliente_3902,10500.0,Presencial,Sudeste
136,36757,2023-01-09,São Paulo,Mouse Gamer,120.0,1,Cliente_28902,120.0,Presencial,Sudeste
137,47226,2023-01-09,São Paulo,Mouse Gamer,120.0,2,Cliente_26578,240.0,Presencial,Sudeste
138,11057,2023-01-09,São Paulo,Teclado Mecânico,250.0,1,Cliente_28529,250.0,Presencial,Sudeste
139,14531,2023-01-09,São Paulo,Teclado Mecânico,250.0,1,Cliente_17988,250.0,Presencial,Sudeste
140,17608,2023-01-09,São Paulo,Teclado Mecânico,250.0,1,Cliente_17183,250.0,Presencial,Sudeste
141,74405,2023-01-09,São Paulo,"Monitor 27""",1200.0,1,Cliente_29482,1200.0,Presencial,Sudeste
142,76562,2023-01-09,São Paulo,"Monitor 27""",1200.0,1,Cliente_3030,1200.0,Presencial,Sudeste
143,33084,2023-01-09,São Paulo,Notebook HP,3200.0,1,Cliente_24586,3200.0,Presencial,Sudeste
144,15354,2023-01-09,São Paulo,Notebook Dell,3500.0,1,Cliente_26918,3500.0,Presencial,Sudeste
145,39609,2023-01-09,São Paulo,Notebook Dell,3500.0,1,Cliente_17509,3500.0,Presencial,Sudeste
146,44741,2023-01-09,São Paulo,Notebook Dell,3500.0,1,Cliente_5990,3500.0,Presencial,Sudeste
147,53014,2023-01-09,São Paulo,Notebook Dell,3500.0,1,Cliente_714,3500.0,Presencial,Sudeste
148,95155,2023-01-09,São Paulo,Notebook Dell,3500.0,1,Cliente_942,3500.0,Presencial,Sudeste
149,27104,2023-01-09,São Paulo,iPhone 14,5500.0,1,Cliente_4996,5500.0,Presencial,Sudeste
150,4906,2023-01-09,São Paulo,iPhone 14,5500.0,5,Cliente_10000,27500.0,Presencial,Sudeste
151,92056,2023-01-10,São Paulo,Cabo HDMI,40.0,2,Cliente_5799,80.0,Presencial,Sudeste
152,11389,2023-01-10,São Paulo,Mouse Gamer,120.0,1,Cliente_2761,120.0,Presencial,Sudeste
153,32584,2023-01-10,São Paulo,Mouse Gamer,120.0,1,Cliente_21003,120.0,Presencial,Sudeste
154,96558,2023-01-10,São Paulo,Mouse Gamer,120.0,1,Cliente_6171,120.0,Presencial,Sudeste
155,16469,2023-01-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_1052,250.0,Presencial,Sudeste
156,18441,2023-01-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_19531,250.0,Presencial,Sudeste
157,22259,2023-01-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_1534,250.0,Presencial,Sudeste
158,92446,2023-01-10,São Paulo,Teclado Mecânico,250.0,1,Cliente_16094,250.0,Presencial,Sudeste
159,58459,2023-01-10,São Paulo,Teclado Mecânico,250.0,2,Cliente_26309,500.0,Presencial,Sudeste
160,27123,2023-01-10,São Paulo,"Monitor 27""",1200.0,1,Cliente_13821,1200.0,Presencial,Sudeste
161,42630,2023-01-10,São Paulo,"Monitor 27""",1200.0,1,Cliente_8312,1200.0,Presencial,Sudeste
162,52054,2023-01-10,São Paulo,Smartphone Samsung,2200.0,1,Cliente_8695,2200.0,Presencial,Sudeste
163,2051,2023-01-10,São Paulo,Notebook HP,3200.0,1,Cliente_785,3200.0,Presencial,Sudeste
164,80298,2023-01-10,São Paulo,iPhone 14,5500.0,1,Cliente_19248,5500.0,Presencial,Sudeste
165,50245,2023-01-10,São Paulo,Notebook Dell,3500.0,2,Cliente_26189,7000.0,Presencial,Sudeste
166,74549,2023-01-10,São Paulo,Notebook Dell,3500.0,3,Cliente_8110,10500.0,Presencial,Sudeste
167,95573,2023-01-10,São Paulo,iPhone 14,5500.0,2,Cliente_1957,11000.0,Presencial,Sudeste
168,91035,2023-01-10,São Paulo,"Monitor 27""",1200.0,10,Cliente_13187,12000.0,Presencial,Sudeste
169,36417,2023-01-10,São Paulo,iPhone 14,5500.0,5,Cliente_2114,27500.0,Presencial,Sudeste
170,58722,2023-01-11,São Paulo,Cabo HDMI,40.0,1,Cliente_26889,40.0,Presencial,Sudeste
171,99232,2023-01-11,São Paulo,Cabo HDMI,40.0,1,Cliente_13116,40.0,Presencial,Sudeste
172,84434,2023-01-11,São Paulo,Cabo HDMI,40.0,2,Cliente_6160,80.0,Presencial,Sudeste
173,92112,2023-01-11,São Paulo,Mouse Gamer,120.0,1,Cliente_17810,120.0,Presencial,Sudeste
174,73263,2023-01-11,São Paulo,Teclado Mecânico,250.0,2,Cliente_11438,500.0,Presencial,Sudeste
175,5738,2023-01-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_25676,1200.0,Presencial,Sudeste
176,66173,2023-01-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_17147,1200.0,Presencial,Sudeste
177,81946,2023-01-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_4624,1200.0,Presencial,Sudeste
178,86285,2023-01-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_2492,1200.0,Presencial,Sudeste
179,86646,2023-01-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_1142,1200.0,Presencial,Sudeste
180,87147,2023-01-11,São Paulo,"Monitor 27""",1200.0,1,Cliente_5415,1200.0,Presencial,Sudeste
181,222,2023-01-11,São Paulo,Smartphone Samsung,2200.0,1,Cliente_9968,2200.0,Presencial,Sudeste
182,20443,2023-01-11,São Paulo,Smartphone Samsung,2200.0,1,Cliente_28382,2200.0,Presencial,Sudeste
183,24176,2023-01-11,São Paulo,"Monitor 27""",1200.0,2,Cliente_10635,2400.0,Presencial,Sudeste
184,35994,2023-01-11,São Paulo,"Monitor 27""",1200.0,2,Cliente_5139,2400.0,Presencial,Sudeste
185,43211,2023-01-11,São Paulo,Notebook HP,3200.0,1,Cliente_4647,3200.0,Presencial,Sudeste
186,46463,2023-01-11,São Paulo,Notebook HP,3200.0,1,Cliente_18717,3200.0,Presencial,Sudeste
187,75206,2023-01-11,São Paulo,Notebook Dell,3500.0,1,Cliente_8560,3500.0,Presencial,Sudeste
188,66246,2023-01-11,São Paulo,Notebook HP,3200.0,2,Cliente_9996,6400.0,Presencial,Sudeste
189,95905,2023-01-11,São Paulo,Notebook HP,3200.0,2,Cliente_2196,6400.0,Presencial,Sudeste
190,99026,2023-01-11,São Paulo,iPhone 14,5500.0,2,Cliente_18306,11000.0,Presencial,Sudeste
191,84877,2023-01-11,São Paulo,Notebook HP,3200.0,10,Cliente_3643,32000.0,Presencial,Sudeste
192,17141,2023-01-12,São Paulo,Cabo HDMI,40.0,1,Cliente_2152,40.0,Presencial,Sudeste
193,18568,2023-01-12,São Paulo,Cabo HDMI,40.0,1,Cliente_24864,40.0,Presencial,Sudeste
194,81102,2023-01-12,São Paulo,Mouse Gamer,120.0,1,Cliente_1008,120.0,Presencial,Sudeste
195,20599,2023-01-12,São Paulo,Mouse Gamer,120.0,2,Cliente_20663,240.0,Presencial,Sudeste
196,76280,2023-01-12,São Paulo,Teclado Mecânico,250.0,1,Cliente_16051,250.0,Presencial,Sudeste
197,6815,2023-01-12,São Paulo,"Monitor 27""",1200.0,1,Cliente_13480,1200.0,Presencial,Sudeste
198,16265,2023-01-12,São Paulo,"Monitor 27""",1200.0,1,Cliente_7066,1200.0,Presencial,Sudeste
199,97690,2023-01-12,São Paulo,"Monitor 27""",1200.0,1,Cliente_7645,1200.0,Presencial,Sudeste
200,3439,2023-01-12,São Paulo,Smartphone Samsung,2200.0,1,Cliente_6188,2200.0,Presencial,Sudeste
201,7590,2023-01-12,São Paulo,Smartphone Samsung,2200.0,1,Cliente_9407,2200.0,Presencial,Sudeste
202,22222,2023-01-12,São Paulo,Smartphone Samsung,2200.0,1,Cliente_28231,2200.0,Presencial,Sudeste
203,50031,2023-01-12,São Paulo,Smartphone Samsung,2200.0,1,Cliente_23490,2200.0,Presencial,Sudeste
204,30068,2023-01-12,São Paulo,Notebook HP,3200.0,1,Cliente_10410,3200.0,Presencial,Sudeste
205,55168,2023-01-12,São Paulo,Notebook HP,3200.0,1,Cliente_4387,3200.0,Presencial,Sudeste
206,57711,2023-01-12,São Paulo,Notebook HP,3200.0,1,Cliente_27603,3200.0,Presencial,Sudeste
207,9377,2023-01-12,São Paulo,Notebook Dell,3500.0,1,Cliente_10795,3500.0,Presencial,Sudeste
208,98134,2023-01-12,São Paulo,Notebook Dell,3500.0,1,Cliente_26042,3500.0,Presencial,Sudeste
209,66562,2023-01-12,São Paulo,iPhone 14,5500.0,1,Cliente_5900,5500.0,Presencial,Sudeste
210,57668,2023-01-12,São Paulo,Smartphone Samsung,2200.0,3,Cliente_6949,6600.0,Presencial,Sudeste
211,66462,2023-01-12,São Paulo,Notebook HP,3200.0,3,Cliente_26833,9600.0,Presencial,Sudeste
212,1188,2023-01-12,São Paulo,Notebook Dell,3500.0,3,Cliente_22322,10500.0,Presencial,Sudeste
213,5760,2023-01-13,São Paulo,Cabo HDMI,40.0,1,Cliente_13975,40.0,Presencial,Sudeste
214,29567,2023-01-13,São Paulo,Cabo HDMI,40.0,1,Cliente_18935,40.0,Presencial,Sudeste
215,26913,2023-01-13,São Paulo,Mouse Gamer,120.0,1,Cliente_10514,120.0,Presencial,Sudeste
216,82803,2023-01-13,São Paulo,Teclado Mecânico,250.0,1,Cliente_27931,250.0,Presencial,Sudeste
217,6738,2023-01-13,São Paulo,"Monitor 27""",1200.0,1,Cliente_13390,1200.0,Presencial,Sudeste
218,51905,2023-01-13,São Paulo,Smartphone Samsung,2200.0,1,Cliente_25606,2200.0,Presencial,Sudeste
219,25473,2023-01-13,São Paulo,Notebook HP,3200.0,1,Cliente_5254,3200.0,Presencial,Sudeste
220,95117,2023-01-13,São Paulo,Notebook Dell,3500.0,1,Cliente_7447,3500.0,Presencial,Sudeste
221,42505,2023-01-13,São Paulo,"Monitor 27""",1200.0,3,Cliente_23392,3600.0,Presencial,Sudeste
222,38022,2023-01-13,São Paulo,iPhone 14,5500.0,1,Cliente_19391,5500.0,Presencial,Sudeste
223,42113,2023-01-13,São Paulo,iPhone 14,5500.0,1,Cliente_24938,5500.0,Presencial,Sudeste
224,45074,2023-01-13,São Paulo,iPhone 14,5500.0,1,Cliente_23137,5500.0,Presencial,Sudeste
225,52683,2023-01-13,São Paulo,iPhone 14,5500.0,1,Cliente_25335,5500.0,Presencial,Sudeste
226,98756,2023-01-13,São Paulo,iPhone 14,5500.0,1,Cliente_24179,5500.0,Presencial,Sudeste
227,66553,2023-01-13,São Paulo,Smartphone Samsung,2200.0,3,Cliente_7153,6600.0,Presencial,Sudeste
228,81159,2023-01-13,São Paulo,Notebook HP,3200.0,5,Cliente_16978,16000.0,Presencial,Sudeste
229,65999,2023-01-13,São Paulo,iPhone 14,5500.0,5,Cliente_28989,27500.0,Presencial,Sudeste
230,15629,2023-01-14,São Paulo,Cabo HDMI,40.0,1,Cliente_25860,40.0,Presencial,Sudeste
231,23785,2023-01-14,São Paulo,Cabo HDMI,40.0,1,Cliente_12885,40.0,Presencial,Sudeste
232,81848,2023-01-14,São Paulo,Cabo HDMI,40.0,1,Cliente_1325,40.0,Presencial,Sudeste
233,94095,2023-01-14,São Paulo,Cabo HDMI,40.0,1,Cliente_9656,40.0,Presencial,Sudeste
234,95218,2023-01-14,São Paulo,"Monitor 27""",1200.0,1,Cliente_5621,1200.0,Presencial,Sudeste
235,29381,2023-01-14,São Paulo,Smartphone Samsung,2200.0,1,Cliente_10938,2200.0,Presencial,Sudeste
236,55559,2023-01-14,São Paulo,Smartphone Samsung,2200.0,1,Cliente_9886,2200.0,Presencial,Sudeste
237,94488,2023-01-14,São Paulo,Notebook Dell,3500.0,1,Cliente_8982,3500.0,Presencial,Sudeste
238,13368,2023-01-14,São Paulo,"Monitor 27""",1200.0,3,Cliente_1467,3600.0,Presencial,Sudeste
239,8493,2023-01-15,São Paulo,Mouse Gamer,120.0,1,Cliente_25010,120.0,Presencial,Sudeste
240,73906,2023-01-15,São Paulo,Mouse Gamer,120.0,1,Cliente_14505,120.0,Presencial,Sudeste
241,5801,2023-01-15,São Paulo,Teclado Mecânico,250.0,1,Cliente_20375,250.0,Presencial,Sudeste
242,70699,2023-01-15,São Paulo,Teclado Mecânico,250.0,1,Cliente_12772,250.0,Presencial,Sudeste
243,25952,2023-01-15,São Paulo,Teclado Mecânico,250.0,2,Cliente_25291,500.0,Presencial,Sudeste
